         130955 function calls (129194 primitive calls) in 33.150 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:663(__new__)
        9    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:4191(_get_value)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:115(_ConnectionBase)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:557(copy)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexers\utils.py:419(check_array_indexer)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:113(__exit__)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:3777(get_loc)
        1    0.000    0.000    0.001    0.001 c:\Users\spinz\OneDrive\Documentos\Portafolio oficial\HERMESDB\HERMESDB\test\src\ETLQ\Extract\modules\Extraction\Extraction_Data_Metatrader5\modules\historical_data_downloader.py:36(__init__)
       96    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:164(writable)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1206(__init__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\shape_base.py:219(vstack)
       11    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1520(find_spec)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:70(arbitrary_address)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:110(__enter__)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1163(is_float_dtype)
       66    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\threading.py:1081(_stop)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:116(create_mp_lock)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\urllib\parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:3983(_ixs)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:2674(get_block_type)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:115(Pool)
        1    0.000    0.000    0.002    0.002 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:506(nested_data_to_arrays)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:56(CSVFormatter)
       12    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\process.py:193(name)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:745(ApplyResult)
       14    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\_weakrefset.py:17(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:219(write_cols)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:274(make_block)
       66    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.002    0.002 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:793(to_arrays)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:790(copy)
       12    0.000    0.000    0.001    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\popen_spawn_win32.py:29(_close_handles)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2568(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:213(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       15    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\functools.py:391(__get__)
       11    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\construction.py:696(_sanitize_ndim)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:373(__getitem__)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\_dtype.py:346(_name_get)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:2428(maybe_convert_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1377(getLogger)
       35    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\util.py:48(debug)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:438(status_printer)
       15    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\construction.py:416(extract_array)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:2149(getLogger)
       11    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\construction.py:735(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:90(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:1176(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:520(_cmpkey)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:1469(_get_values_for_csv)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:605(check_parent_directory)
       11    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:187(disable_on_exception)
       44    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:387(_parse_path)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:339(_from_mgr)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:1157(__hash__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:1756(_get_slice_axis)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\api.py:386(default_index)
       11    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:233(encoded_labels)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
        2    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5170(_get_engine_target)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1026(iget_values)
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:775(get_values_for_csv)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:2425(ensure_arraylike_for_datetimelike)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\psutil\__init__.py:1052(memory_info)
       56    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\config.py:676(_translate_key)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.SetNamedPipeHandleState}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method MetaTrader5._core.shutdown}
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:2716(new_block)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2320(_preprocess_slice_or_indexer)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\inference.py:404(is_dataclass)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:550(infer_compression)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:234(_acquireLock)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2518(__getitem__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\copyreg.py:107(_slotnames)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:647(close)
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:678(_constructor_sliced_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:2313(is_unique)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
       10    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:659(_constructor_from_mgr)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:4477(__delitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:118(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\spawn.py:45(get_executable)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:1032(_getitem_slice)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:208(recv_bytes)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:4027(_iter_column_arrays)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
       27    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:656(PipeListener)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       12    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\process.py:205(daemon)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\flags.py:51(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:7553(ensure_index_from_sequences)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:591(_ensure_array)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:4608(_box_col_values)
        1    0.000    0.000    0.003    0.003 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:345(_setup_queues)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:448(Listener)
       10    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\psutil\_pswindows.py:725(__init__)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:2310(_construct_from_dt64_naive)
       10    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\config.py:649(_get_deprecated_option)
        1    0.000    0.000    0.002    0.002 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\construction.py:1006(convert_object_array)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:46(SemLock)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:179(_number_format)
       11    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       56    0.000    0.000    0.000    0.000 {built-in method math.floor}
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:7688(maybe_extract_name)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       22    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\threading.py:601(is_set)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:350(getitem_block_columns)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:731(parent)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimes.py:2514(_validate_dt64_dtype)
        9    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
       18    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:5144(_values)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:948(from_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\tempfile.py:76(_exists)
        2    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:101(isna)
       10    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\psutil\_pswindows.py:816(_get_raw_meminfo)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:160(is_url)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:529(is_string_or_object_np_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:214(is_extension)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:149(has_mi_columns)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 c:\Users\spinz\OneDrive\Documentos\Portafolio oficial\HERMESDB\HERMESDB\test\src\ETLQ\Extract\modules\Extraction\Extraction_Data_Metatrader5\modules\mt5_connection.py:58(shutdown)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\config.py:617(_select_options)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:153(_initialize_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:456(_engine_type)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\enum.py:726(__call__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:2177(_grouping_func)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:370(Barrier)
       20    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.008    0.008 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\_decorators.py:325(wrapper)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:237(_data)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:1993(dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:188(_expand_user)
        1    0.000    0.000    0.001    0.001 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:272(_save)
        2    0.000    0.000    0.002    0.001 {built-in method builtins.__import__}
       12    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       12    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\process.py:213(authkey)
       13    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:909(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\queues.py:359(SimpleQueue)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\ctypes\__init__.py:389(__getattr__)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:1375(_is_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1510(setLevel)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\utils.py:152(wrapper_setattr)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:1157(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\managers.py:583(copy_func)
       25    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:671(_help_stuff_finish)
       16    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\range.py:999(__len__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:277(_save_header)
        6    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:131(__del__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\arrays\datetimelike.py:390(_get_getitem_freq)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:611(at)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:894(_set_length)
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:1253(iget)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:130(_get_index_label_from_obj)
        1    0.000    0.000    0.000    0.000 <frozen os>:709(__getitem__)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\blocks.py:2795(extend_blocks)
        1    0.000    0.000    0.090    0.090 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:305(_repopulate_pool)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        8    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\util\version\__init__.py:348(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexes\base.py:1010(view)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\tempfile.py:229(_get_candidate_names)
        3    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\synchronize.py:168(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\formats\csvs.py:211(_has_aliases)
        1    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:187(get_context)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\threading.py:1042(_set_native_id)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\io\common.py:131(close)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\pool.py:921(ThreadPool)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\common.py:301(maybe_iterable_to_list)
        4    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\indexing.py:2562(_axes_are_unique)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\missing.py:380(notna)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:870(is_dir)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:892(_addHandlerRef)
        1    0.000    0.000    0.211    0.211 c:\Users\spinz\OneDrive\Documentos\Portafolio oficial\HERMESDB\HERMESDB\test\src\ETLQ\Extract\modules\Extraction\Extraction_Data_Metatrader5\performance\system_monitor.py:51(log_metrics)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\series.py:831(_values)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\connection.py:364(Connection)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\pathlib.py:407(_load_parts)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\spawn.py:36(set_executable)
        5    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\logging\__init__.py:243(_releaseLock)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\multiprocessing\context.py:245(set_start_method)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\dtypes\common.py:572(condition)
        1    0.000    0.000    0.001    0.001 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\frame.py:1400(_get_values_for_csv)
        1    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\generic.py:586(_get_axis)
       15    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\pandas\core\internals\base.py:84(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\spinz\anaconda3\Lib\site-packages\tqdm\std.py:1265(close)
